Price,Open,High,Low,Close,Close,Volume
2023-02-21,1659.699951171875,1669.510009765625,1652.25,1668.6300048828125,1668.6300048828125,4644600
2023-02-22,1665.5999755859375,1667.989990234375,1656.5,1659.47998046875,1659.47998046875,3891000
2023-02-23,1657.780029296875,1658.9200439453125,1647.3699951171875,1652.469970703125,1652.469970703125,4486600
2023-02-24,1653.1199951171875,1654.0899658203125,1631.5400390625,1634.02001953125,1634.02001953125,4718500
2023-02-27,1633.1600341796875,1635.3499755859375,1624.6199951171875,1627.3499755859375,1627.3499755859375,4628100
2023-02-28,1633.81005859375,1637.4100341796875,1618.0899658203125,1622.3499755859375,1622.3499755859375,6099100
2023-03-01,1627.1800537109375,1628.9200439453125,1619.719970703125,1619.97998046875,1619.97998046875,5141600
2023-03-02,1618.969970703125,1626.550048828125,1608.6700439453125,1612.6400146484375,1612.6400146484375,5709100
2023-03-03,1614.31005859375,1615.3900146484375,1604.1400146484375,1606.8800048828125,1606.8800048828125,4936100
2023-03-07,1613.2900390625,1624.780029296875,1612.800048828125,1618.510009765625,1618.510009765625,4533400
2023-03-08,1606.1300048828125,1615.510009765625,1599.8699951171875,1612.5999755859375,1612.5999755859375,6064200
2023-03-09,1615.27001953125,1621.8800048828125,1608.4100341796875,1614.219970703125,1614.219970703125,5259800
2023-03-10,1605.6199951171875,1609.0999755859375,1596.43994140625,1599.6500244140625,1599.6500244140625,4151200
2023-03-13,1592.8199462890625,1602.6500244140625,1572.6500244140625,1573.0699462890625,1573.0699462890625,8397100
2023-03-14,1564.9599609375,1572.3599853515625,1518.6600341796875,1523.8900146484375,1523.8900146484375,8644200
2023-03-15,1544.18994140625,1573.510009765625,1543.6099853515625,1565.0,1565.0,5535000
2023-03-16,1549.760009765625,1558.6700439453125,1538.0999755859375,1554.6500244140625,1554.6500244140625,5154600
2023-03-17,1564.5799560546875,1571.5999755859375,1555.239990234375,1563.6700439453125,1563.6700439453125,4754700
2023-03-20,1560.22998046875,1569.760009765625,1543.469970703125,1555.449951171875,1555.449951171875,4771600
2023-03-21,1564.3199462890625,1579.68994140625,1561.6500244140625,1577.1800537109375,1577.1800537109375,4460600
2023-03-22,1584.8399658203125,1588.1700439453125,1579.25,1585.0799560546875,1585.0799560546875,4362000
2023-03-23,1582.260009765625,1598.5899658203125,1577.699951171875,1593.6500244140625,1593.6500244140625,4282400
2023-03-24,1596.93994140625,1599.780029296875,1588.25,1591.8499755859375,1591.8499755859375,3332500
2023-03-27,1595.1199951171875,1595.8599853515625,1586.010009765625,1593.3699951171875,1593.3699951171875,2677800
2023-03-28,1600.8199462890625,1607.75,1599.9200439453125,1606.9100341796875,1606.9100341796875,3876200
2023-03-29,1611.75,1615.2900390625,1602.4300537109375,1610.52001953125,1610.52001953125,3403600
2023-03-30,1611.6400146484375,1613.1600341796875,1601.030029296875,1605.4200439453125,1605.4200439453125,3823100
2023-03-31,1607.0,1614.0899658203125,1605.550048828125,1609.1700439453125,1609.1700439453125,3061500
2023-04-03,1610.8399658203125,1613.97998046875,1593.9599609375,1600.3699951171875,1600.3699951171875,3172600
2023-04-04,1601.8900146484375,1603.7900390625,1591.199951171875,1594.050048828125,1594.050048828125,3328600
2023-04-05,1593.9200439453125,1594.68994140625,1569.3699951171875,1571.1300048828125,1571.1300048828125,3712500
2023-04-07,1573.3599853515625,1582.9599609375,1571.260009765625,1577.0699462890625,1577.0699462890625,3088300
2023-04-10,1577.3900146484375,1596.5400390625,1571.1400146484375,1593.1300048828125,1593.1300048828125,3191100
2023-04-11,1595.77001953125,1598.030029296875,1590.280029296875,1597.0999755859375,1597.0999755859375,3300000
2023-04-12,1597.5899658203125,1598.27001953125,1580.7099609375,1592.6700439453125,1592.6700439453125,2716800
2023-04-17,1593.0899658203125,1604.2099609375,1587.8699951171875,1600.4100341796875,1600.4100341796875,3339600
2023-04-18,1600.1600341796875,1601.31005859375,1589.5799560546875,1593.8499755859375,1593.8499755859375,3410100
2023-04-19,1588.9000244140625,1595.0799560546875,1579.22998046875,1580.72998046875,1580.72998046875,3403800
2023-04-20,1579.97998046875,1582.300048828125,1562.1099853515625,1565.0999755859375,1565.0999755859375,3675900
2023-04-21,1563.9100341796875,1572.4300537109375,1549.6400146484375,1558.3599853515625,1558.3599853515625,4137500
2023-04-24,1555.760009765625,1561.550048828125,1553.1500244140625,1557.8699951171875,1557.8699951171875,2498700
2023-04-25,1557.800048828125,1559.8599853515625,1538.31005859375,1540.199951171875,1540.199951171875,3847000
2023-04-26,1543.2900390625,1549.81005859375,1532.0799560546875,1543.949951171875,1543.949951171875,3500800
2023-04-27,1539.280029296875,1540.239990234375,1525.9300537109375,1531.22998046875,1531.22998046875,2716700
2023-04-28,1536.280029296875,1542.4100341796875,1524.300048828125,1529.1199951171875,1529.1199951171875,2604500
2023-05-02,1531.9200439453125,1535.3499755859375,1517.97998046875,1528.4300537109375,1528.4300537109375,2881300
2023-05-03,1521.1700439453125,1533.9000244140625,1507.219970703125,1533.300048828125,1533.300048828125,3712300
2023-05-08,1541.510009765625,1562.25,1537.4599609375,1562.25,1562.25,3115900
2023-05-09,1561.760009765625,1569.739990234375,1554.6800537109375,1564.6600341796875,1564.6600341796875,3257500
2023-05-10,1562.6600341796875,1570.8499755859375,1557.6800537109375,1569.56005859375,1569.56005859375,3150200
2023-05-11,1571.2099609375,1576.5899658203125,1564.780029296875,1567.4000244140625,1567.4000244140625,3725800
2023-05-12,1565.6600341796875,1567.81005859375,1548.030029296875,1561.3499755859375,1561.3499755859375,4260500
2023-05-15,1570.6199951171875,1570.6199951171875,1536.8199462890625,1541.3800048828125,1541.3800048828125,4815800
2023-05-16,1541.1099853515625,1545.739990234375,1536.3599853515625,1539.8399658203125,1539.8399658203125,3865500
2023-05-17,1541.2900390625,1543.6300048828125,1517.2099609375,1522.739990234375,1522.739990234375,3881500
2023-05-18,1531.1500244140625,1541.06005859375,1526.68994140625,1526.68994140625,1526.68994140625,3773700
2023-05-19,1529.1500244140625,1530.469970703125,1512.6600341796875,1514.8900146484375,1514.8900146484375,4245300
2023-05-22,1505.2099609375,1531.010009765625,1491.1199951171875,1529.239990234375,1529.239990234375,4337100
2023-05-23,1526.1500244140625,1536.5899658203125,1518.3800048828125,1534.8399658203125,1534.8399658203125,3859400
2023-05-24,1530.6099853515625,1542.9100341796875,1529.449951171875,1536.510009765625,1536.510009765625,3195400
2023-05-25,1537.550048828125,1541.06005859375,1529.6400146484375,1535.4200439453125,1535.4200439453125,3345600
2023-05-26,1533.1800537109375,1536.0799560546875,1527.5899658203125,1530.8399658203125,1530.8399658203125,3093300
2023-05-29,1535.6300048828125,1543.1099853515625,1535.6300048828125,1540.969970703125,1540.969970703125,3599600
2023-05-30,1543.300048828125,1545.550048828125,1531.300048828125,1534.81005859375,1534.81005859375,3495400
2023-05-31,1525.5799560546875,1533.5400390625,1521.3299560546875,1533.5400390625,1533.5400390625,4938500
2023-06-01,1534.1600341796875,1536.760009765625,1521.31005859375,1521.4000244140625,1521.4000244140625,3915800
2023-06-02,1526.8699951171875,1534.489990234375,1524.52001953125,1531.199951171875,1531.199951171875,3046000
2023-06-06,1537.6199951171875,1539.489990234375,1526.9300537109375,1528.5400390625,1528.5400390625,3595200
2023-06-07,1531.300048828125,1534.68994140625,1522.300048828125,1533.2099609375,1533.2099609375,3681500
2023-06-08,1533.56005859375,1559.5,1530.550048828125,1559.5,1559.5,3930700
2023-06-09,1558.93994140625,1559.4300537109375,1549.5699462890625,1555.1099853515625,1555.1099853515625,3323900
2023-06-12,1551.1199951171875,1555.8900146484375,1547.4599609375,1551.4100341796875,1551.4100341796875,2891700
2023-06-13,1553.1099853515625,1566.260009765625,1552.300048828125,1562.4000244140625,1562.4000244140625,3365500
2023-06-14,1565.8499755859375,1569.3399658203125,1559.3399658203125,1561.1500244140625,1561.1500244140625,3234200
2023-06-15,1561.469970703125,1566.1400146484375,1555.5400390625,1557.7099609375,1557.7099609375,3392000
2023-06-16,1562.6700439453125,1567.969970703125,1546.47998046875,1559.3900146484375,1559.3900146484375,3591500
2023-06-19,1554.81005859375,1562.3599853515625,1550.75,1556.9200439453125,1556.9200439453125,2543200
2023-06-20,1545.4300537109375,1550.4599609375,1532.9599609375,1537.5899658203125,1537.5899658203125,3581800
2023-06-21,1533.8699951171875,1534.72998046875,1517.510009765625,1522.1199951171875,1522.1199951171875,3258700
2023-06-22,1524.3499755859375,1525.260009765625,1506.0899658203125,1509.31005859375,1509.31005859375,3524100
2023-06-23,1504.5,1510.4200439453125,1495.8199462890625,1505.52001953125,1505.52001953125,2815200
2023-06-26,1504.27001953125,1507.6300048828125,1483.9200439453125,1485.3199462890625,1485.3199462890625,3747800
2023-06-27,1488.1700439453125,1495.6700439453125,1478.0999755859375,1478.0999755859375,1478.0999755859375,2633800
2023-06-28,1483.3199462890625,1485.8900146484375,1465.449951171875,1466.9300537109375,1466.9300537109375,3870600
2023-06-29,1468.0,1490.7099609375,1461.6099853515625,1479.5699462890625,1479.5699462890625,4344000
2023-06-30,1488.8599853515625,1506.18994140625,1487.739990234375,1503.0999755859375,1503.0999755859375,4400100
2023-07-03,1507.6500244140625,1509.1500244140625,1494.5699462890625,1506.8399658203125,1506.8399658203125,2147300
2023-07-04,1504.1199951171875,1520.02001953125,1502.5,1515.31005859375,1515.31005859375,3024800
2023-07-05,1512.9300537109375,1516.22998046875,1506.3599853515625,1508.8699951171875,1508.8699951171875,3168000
2023-07-06,1503.3800048828125,1505.8800048828125,1486.489990234375,1490.4599609375,1490.4599609375,3033900
2023-07-07,1481.9100341796875,1496.5899658203125,1474.93994140625,1490.510009765625,1490.510009765625,2226700
2023-07-10,1493.2099609375,1498.3599853515625,1482.2099609375,1496.8900146484375,1496.8900146484375,2306200
2023-07-11,1503.06005859375,1505.4000244140625,1492.6300048828125,1496.9599609375,1496.9599609375,2683400
2023-07-12,1500.969970703125,1507.010009765625,1488.010009765625,1491.1400146484375,1491.1400146484375,3565100
2023-07-13,1491.050048828125,1497.239990234375,1487.47998046875,1494.02001953125,1494.02001953125,2616900
2023-07-14,1497.8499755859375,1519.0799560546875,1497.8499755859375,1517.9200439453125,1517.9200439453125,3223800
2023-07-17,1521.3900146484375,1532.1199951171875,1515.449951171875,1528.77001953125,1528.77001953125,4396800
2023-07-18,1527.1300048828125,1535.6199951171875,1526.9100341796875,1535.300048828125,1535.300048828125,3620300
2023-07-19,1537.6800537109375,1545.699951171875,1529.25,1536.6400146484375,1536.6400146484375,4046400
2023-07-20,1536.0799560546875,1541.489990234375,1521.1800537109375,1521.1800537109375,1521.1800537109375,3396400
2023-07-21,1524.0400390625,1532.469970703125,1516.75,1529.25,1529.25,3494400
2023-07-24,1529.4100341796875,1537.1500244140625,1520.77001953125,1523.81005859375,1523.81005859375,3365700
2023-07-25,1529.1700439453125,1533.739990234375,1519.280029296875,1526.300048828125,1526.300048828125,2593300
2023-07-26,1527.4100341796875,1530.1800537109375,1519.43994140625,1524.5899658203125,1524.5899658203125,2643700
2023-07-27,1527.1199951171875,1546.27001953125,1520.8900146484375,1543.27001953125,1543.27001953125,4246400
2023-07-31,1548.75,1559.0699462890625,1547.6199951171875,1556.06005859375,1556.06005859375,4528600
2023-08-02,1550.06005859375,1562.0699462890625,1546.22998046875,1550.280029296875,1550.280029296875,16298100
2023-08-03,1543.780029296875,1546.1099853515625,1528.6300048828125,1529.010009765625,1529.010009765625,4135200
2023-08-04,1531.030029296875,1539.0699462890625,1530.3399658203125,1530.4599609375,1530.4599609375,3572200
2023-08-07,1533.1800537109375,1540.219970703125,1519.3699951171875,1532.510009765625,1532.510009765625,3226300
2023-08-08,1534.6099853515625,1536.81005859375,1518.43994140625,1518.43994140625,1518.43994140625,2828500
2023-08-09,1520.9000244140625,1528.300048828125,1514.3800048828125,1528.300048828125,1528.300048828125,3333200
2023-08-10,1527.9300537109375,1533.4100341796875,1518.6199951171875,1533.4100341796875,1533.4100341796875,3512500
2023-08-11,1535.469970703125,1540.18994140625,1528.8499755859375,1535.1600341796875,1535.1600341796875,5129500
2023-08-15,1534.050048828125,1535.969970703125,1517.3399658203125,1520.72998046875,1520.72998046875,3854400
2023-08-16,1516.6400146484375,1521.4100341796875,1506.0,1519.56005859375,1519.56005859375,4845100
2023-08-17,1515.0999755859375,1531.0799560546875,1512.0799560546875,1528.81005859375,1528.81005859375,4240200
2023-08-18,1525.75,1527.75,1516.1800537109375,1519.1199951171875,1519.1199951171875,4483100
2023-08-21,1522.43994140625,1529.3399658203125,1514.699951171875,1525.8499755859375,1525.8499755859375,3472500
2023-08-22,1535.5400390625,1548.3199462890625,1532.449951171875,1545.5999755859375,1545.5999755859375,6131000
2023-08-23,1550.199951171875,1554.280029296875,1543.3699951171875,1549.010009765625,1549.010009765625,5763800
2023-08-24,1552.969970703125,1563.6199951171875,1552.969970703125,1557.4100341796875,1557.4100341796875,6048400
2023-08-25,1554.739990234375,1562.1199951171875,1551.0999755859375,1560.199951171875,1560.199951171875,5315200
2023-08-28,1566.0,1568.6800537109375,1560.4100341796875,1562.969970703125,1562.969970703125,6510200
2023-08-29,1566.0,1573.18994140625,1563.1500244140625,1568.81005859375,1568.81005859375,5458600
2023-08-30,1574.300048828125,1579.4300537109375,1572.8199462890625,1576.6700439453125,1576.6700439453125,5588900
2023-08-31,1575.300048828125,1576.1700439453125,1563.030029296875,1565.93994140625,1565.93994140625,9274000
2023-09-01,1569.199951171875,1571.81005859375,1559.199951171875,1561.510009765625,1561.510009765625,5468100
2023-09-04,1564.9000244140625,1565.739990234375,1546.8399658203125,1548.6800537109375,1548.6800537109375,4998400
2023-09-05,1548.8699951171875,1553.9300537109375,1545.4000244140625,1547.8599853515625,1547.8599853515625,5581800
2023-09-06,1547.75,1554.7900390625,1542.6600341796875,1548.780029296875,1548.780029296875,5579900
2023-09-07,1548.8599853515625,1556.93994140625,1546.4300537109375,1550.3599853515625,1550.3599853515625,3714500
2023-09-08,1551.199951171875,1554.5,1546.9100341796875,1547.1700439453125,1547.1700439453125,4130100
2023-09-11,1548.9300537109375,1550.4599609375,1535.8199462890625,1540.93994140625,1540.93994140625,4199600
2023-09-12,1544.0799560546875,1550.6700439453125,1543.2099609375,1545.5,1545.5,4022000
2023-09-13,1546.469970703125,1546.469970703125,1533.1300048828125,1535.31005859375,1535.31005859375,3517000
2023-09-14,1538.030029296875,1547.7099609375,1532.47998046875,1545.1400146484375,1545.1400146484375,3714600
2023-09-15,1550.0400390625,1551.010009765625,1541.5799560546875,1542.030029296875,1542.030029296875,4051500
2023-09-18,1539.4000244140625,1539.4000244140625,1525.469970703125,1527.5699462890625,1527.5699462890625,3239600
2023-09-19,1527.6800537109375,1531.6400146484375,1521.4100341796875,1522.9599609375,1522.9599609375,3131700
2023-09-20,1521.6600341796875,1521.6600341796875,1503.3299560546875,1507.9000244140625,1507.9000244140625,4292900
2023-09-21,1504.550048828125,1517.3699951171875,1503.22998046875,1514.260009765625,1514.260009765625,3286000
2023-09-22,1514.0699462890625,1527.1400146484375,1509.6600341796875,1522.5899658203125,1522.5899658203125,3901500
2023-09-25,1524.3900146484375,1524.969970703125,1507.3599853515625,1507.3599853515625,1507.3599853515625,3114900
2023-09-26,1504.68994140625,1514.9000244140625,1494.02001953125,1494.02001953125,1494.02001953125,4128200
2023-09-27,1494.1400146484375,1499.06005859375,1488.1400146484375,1497.1500244140625,1497.1500244140625,3690900
2023-09-28,1497.6500244140625,1505.68994140625,1481.52001953125,1482.1400146484375,1482.1400146484375,4212400
2023-09-29,1482.1199951171875,1484.6199951171875,1471.4300537109375,1471.4300537109375,1471.4300537109375,3536200
2023-10-02,1473.5400390625,1478.010009765625,1461.6600341796875,1469.4599609375,1469.4599609375,3281700
2023-10-03,1458.6500244140625,1459.989990234375,1443.239990234375,1447.300048828125,1447.300048828125,4500000
2023-10-04,1430.739990234375,1454.800048828125,1429.989990234375,1451.25,1451.25,3761800
2023-10-05,1454.5699462890625,1456.3399658203125,1443.4300537109375,1452.550048828125,1452.550048828125,3029800
2023-10-06,1457.81005859375,1457.81005859375,1434.0,1438.449951171875,1438.449951171875,3175700
2023-10-09,1434.6700439453125,1435.7900390625,1423.1700439453125,1431.719970703125,1431.719970703125,3518700
2023-10-10,1441.8399658203125,1442.030029296875,1429.9200439453125,1434.449951171875,1434.449951171875,3768800
2023-10-11,1438.0799560546875,1456.72998046875,1434.449951171875,1455.989990234375,1455.989990234375,4205500
2023-10-12,1457.0,1459.18994140625,1448.3800048828125,1450.75,1450.75,3010500
2023-10-16,1443.8900146484375,1446.260009765625,1416.2099609375,1427.1099853515625,1427.1099853515625,4282500
2023-10-17,1431.8299560546875,1441.0,1429.1800537109375,1433.4000244140625,1433.4000244140625,2907600
2023-10-18,1432.93994140625,1445.3399658203125,1429.780029296875,1437.8499755859375,1437.8499755859375,4027900
2023-10-19,1425.0699462890625,1428.75,1419.3900146484375,1423.0400390625,1423.0400390625,2718100
2023-10-20,1420.239990234375,1422.3299560546875,1397.800048828125,1399.3499755859375,1399.3499755859375,4090500
2023-10-24,1395.9200439453125,1398.72998046875,1387.5999755859375,1391.030029296875,1391.030029296875,3135800
2023-10-25,1401.25,1414.1300048828125,1399.43994140625,1401.699951171875,1401.699951171875,2996800
2023-10-26,1394.5,1396.1700439453125,1370.300048828125,1371.219970703125,1371.219970703125,3727100
2023-10-27,1381.510009765625,1390.7900390625,1366.18994140625,1388.22998046875,1388.22998046875,3704100
2023-10-30,1381.5699462890625,1398.0400390625,1381.2099609375,1395.8499755859375,1395.8499755859375,2506200
2023-10-31,1395.5999755859375,1395.7900390625,1374.6600341796875,1381.8299560546875,1381.8299560546875,2678100
2023-11-01,1380.8900146484375,1388.010009765625,1373.199951171875,1379.9599609375,1379.9599609375,3228700
2023-11-02,1391.969970703125,1407.81005859375,1391.5400390625,1403.989990234375,1403.989990234375,3113300
2023-11-03,1412.8900146484375,1424.6600341796875,1410.0400390625,1419.760009765625,1419.760009765625,3362300
2023-11-06,1430.010009765625,1431.510009765625,1417.2099609375,1417.2099609375,1417.2099609375,3016700
2023-11-07,1413.6400146484375,1420.030029296875,1406.719970703125,1408.300048828125,1408.300048828125,11480700
2023-11-08,1410.0699462890625,1417.1600341796875,1406.949951171875,1411.77001953125,1411.77001953125,3206700
2023-11-09,1410.8299560546875,1411.8399658203125,1389.4599609375,1404.969970703125,1404.969970703125,3357700
2023-11-10,1392.6800537109375,1406.0799560546875,1387.4100341796875,1389.5699462890625,1389.5699462890625,3432200
2023-11-13,1391.469970703125,1392.5400390625,1378.0799560546875,1387.1300048828125,1387.1300048828125,12051300
2023-11-14,1390.3699951171875,1393.199951171875,1377.68994140625,1386.0400390625,1386.0400390625,3876500
2023-11-15,1401.47998046875,1416.8900146484375,1400.260009765625,1415.1700439453125,1415.1700439453125,4144300
2023-11-16,1413.050048828125,1417.199951171875,1407.7900390625,1415.3399658203125,1415.3399658203125,3182800
2023-11-17,1408.0400390625,1422.6800537109375,1406.2099609375,1415.780029296875,1415.780029296875,3013800
2023-11-20,1415.6800537109375,1419.8599853515625,1409.550048828125,1419.43994140625,1419.43994140625,2779600
2023-11-21,1427.0400390625,1427.1300048828125,1418.4200439453125,1423.6099853515625,1423.6099853515625,2916400
2023-11-22,1422.02001953125,1423.0699462890625,1407.3699951171875,1414.1500244140625,1414.1500244140625,3381200
2023-11-23,1414.9300537109375,1415.02001953125,1400.47998046875,1406.6099853515625,1406.6099853515625,3392000
2023-11-24,1407.3900146484375,1410.8299560546875,1395.8299560546875,1397.4300537109375,1397.4300537109375,2794200
2023-11-27,1393.02001953125,1397.8800048828125,1385.3299560546875,1393.4200439453125,1393.4200439453125,2644500
2023-11-28,1398.5699462890625,1406.0799560546875,1394.0400390625,1401.4200439453125,1401.4200439453125,10975000
2023-11-29,1404.8900146484375,1405.3499755859375,1386.97998046875,1387.68994140625,1387.68994140625,3189100
2023-11-30,1389.25,1390.0400390625,1371.739990234375,1380.1800537109375,1380.1800537109375,5202200
2023-12-01,1382.25,1384.1300048828125,1374.06005859375,1380.31005859375,1380.31005859375,2388100
2023-12-04,1376.719970703125,1389.489990234375,1374.5999755859375,1383.5400390625,1383.5400390625,2626900
2023-12-06,1383.1400146484375,1393.4599609375,1379.6199951171875,1389.550048828125,1389.550048828125,2966400
2023-12-07,1382.1800537109375,1384.52001953125,1373.3399658203125,1378.72998046875,1378.72998046875,3055800
2023-12-08,1381.800048828125,1389.4000244140625,1376.2900390625,1380.989990234375,1380.989990234375,2775700
2023-12-12,1382.9100341796875,1383.4100341796875,1370.0400390625,1373.9200439453125,1373.9200439453125,2868500
2023-12-13,1369.8800048828125,1370.3900146484375,1354.72998046875,1357.969970703125,1357.969970703125,2903200
2023-12-14,1370.1600341796875,1380.8800048828125,1366.72998046875,1378.93994140625,1378.93994140625,2530600
2023-12-15,1384.8699951171875,1398.6500244140625,1382.1300048828125,1391.030029296875,1391.030029296875,3806500
2023-12-18,1387.3299560546875,1396.010009765625,1383.8900146484375,1393.4100341796875,1393.4100341796875,2538900
2023-12-19,1395.260009765625,1397.68994140625,1388.9100341796875,1394.9000244140625,1394.9000244140625,3030000
2023-12-20,1398.010009765625,1406.4000244140625,1395.18994140625,1400.3699951171875,1400.3699951171875,3656100
2023-12-21,1394.9100341796875,1407.8699951171875,1394.280029296875,1404.8399658203125,1404.8399658203125,3444400
2023-12-22,1407.3900146484375,1407.5699462890625,1397.9300537109375,1405.0899658203125,1405.0899658203125,2643700
2023-12-26,1413.449951171875,1413.449951171875,1413.449951171875,1413.449951171875,1413.449951171875,0
2023-12-27,1415.06005859375,1416.0999755859375,1407.6199951171875,1410.4300537109375,1410.4300537109375,2746000
2023-12-28,1410.8699951171875,1418.97998046875,1410.8699951171875,1415.8499755859375,1415.8499755859375,3250100
2024-01-03,1431.8800048828125,1436.3800048828125,1426.2099609375,1429.6199951171875,1429.6199951171875,4909500
2024-01-04,1427.97998046875,1435.300048828125,1420.739990234375,1434.5899658203125,1434.5899658203125,12928400
2024-01-05,1432.9300537109375,1438.0999755859375,1425.4000244140625,1427.9599609375,1427.9599609375,3858400
2024-01-08,1426.949951171875,1428.06005859375,1413.8599853515625,1418.449951171875,1418.449951171875,3942400
2024-01-09,1427.510009765625,1428.43994140625,1414.4200439453125,1414.9300537109375,1414.9300537109375,2964900
2024-01-10,1416.030029296875,1418.3299560546875,1410.2099609375,1413.52001953125,1413.52001953125,4167200
2024-01-11,1417.300048828125,1417.6400146484375,1407.260009765625,1408.239990234375,1408.239990234375,3102500
2024-01-12,1407.949951171875,1416.3299560546875,1407.77001953125,1413.530029296875,1413.530029296875,3241600
2024-01-15,1415.6300048828125,1416.010009765625,1404.81005859375,1407.02001953125,1407.02001953125,12756400
2024-01-16,1406.1099853515625,1407.0799560546875,1399.8499755859375,1401.719970703125,1401.719970703125,3165100
2024-01-17,1397.6400146484375,1397.969970703125,1378.8499755859375,1380.6500244140625,1380.6500244140625,4182700
2024-01-18,1382.3399658203125,1387.530029296875,1374.0799560546875,1377.9300537109375,1377.9300537109375,3515900
2024-01-19,1384.8399658203125,1389.260009765625,1378.280029296875,1382.510009765625,1382.510009765625,3844500
2024-01-22,1383.4200439453125,1383.510009765625,1369.4200439453125,1369.9200439453125,1369.9200439453125,5317000
2024-01-23,1373.6199951171875,1375.760009765625,1352.47998046875,1356.5400390625,1356.5400390625,4801900
2024-01-24,1356.97998046875,1382.800048828125,1354.97998046875,1381.18994140625,1381.18994140625,4351100
2024-01-25,1377.469970703125,1379.1500244140625,1370.780029296875,1376.0899658203125,1376.0899658203125,4665900
2024-01-26,1375.760009765625,1379.8900146484375,1364.4100341796875,1368.1500244140625,1368.1500244140625,4225400
2024-01-29,1373.780029296875,1379.5999755859375,1366.8399658203125,1376.280029296875,1376.280029296875,4378000
2024-01-30,1376.2900390625,1378.3399658203125,1370.699951171875,1373.1400146484375,1373.1400146484375,3992200
2024-01-31,1374.3499755859375,1374.8699951171875,1359.5400390625,1364.52001953125,1364.52001953125,3856600
2024-02-01,1363.6500244140625,1372.8299560546875,1357.3900146484375,1367.9599609375,1367.9599609375,3226800
2024-02-02,1376.0400390625,1386.6700439453125,1375.3699951171875,1384.0799560546875,1384.0799560546875,3888200
2024-02-05,1383.3800048828125,1389.6700439453125,1379.8599853515625,1383.9300537109375,1383.9300537109375,3602500
2024-02-06,1385.9200439453125,1400.6300048828125,1385.9200439453125,1396.9599609375,1396.9599609375,4885100
2024-02-07,1400.199951171875,1402.6500244140625,1394.02001953125,1400.02001953125,1400.02001953125,5029800
2024-02-08,1399.4000244140625,1403.800048828125,1388.1099853515625,1388.5999755859375,1388.5999755859375,4794100
2024-02-09,1389.9200439453125,1391.75,1385.02001953125,1388.3699951171875,1388.3699951171875,2843000
2024-02-12,1389.5400390625,1392.469970703125,1386.280029296875,1389.300048828125,1389.300048828125,3437200
2024-02-13,1391.699951171875,1397.800048828125,1390.4000244140625,1391.72998046875,1391.72998046875,3593800
2024-02-14,1382.0699462890625,1386.8599853515625,1378.760009765625,1385.1099853515625,1385.1099853515625,3878300
2024-02-15,1387.050048828125,1392.4599609375,1383.6600341796875,1387.27001953125,1387.27001953125,3526900
2024-02-16,1394.1600341796875,1397.050048828125,1383.3800048828125,1386.27001953125,1386.27001953125,3427100
2024-02-19,1383.969970703125,1390.9200439453125,1382.8800048828125,1387.3299560546875,1387.3299560546875,3019300
2024-02-20,1388.4100341796875,1389.06005859375,1376.6500244140625,1381.0699462890625,1381.0699462890625,3508400
2024-02-21,1382.9000244140625,1395.1099853515625,1379.02001953125,1393.6099853515625,1393.6099853515625,4153000
2024-02-22,1396.6500244140625,1405.1300048828125,1393.52001953125,1402.469970703125,1402.469970703125,3829700
2024-02-23,1404.260009765625,1404.8399658203125,1396.77001953125,1398.1400146484375,1398.1400146484375,4793600
2024-02-27,1397.800048828125,1401.1400146484375,1390.050048828125,1393.699951171875,1393.699951171875,22936400
2024-02-28,1389.3900146484375,1390.260009765625,1380.8800048828125,1382.050048828125,1382.050048828125,5544300
2024-02-29,1380.8399658203125,1381.3699951171875,1366.9300537109375,1370.6700439453125,1370.6700439453125,25776100
2024-03-01,1369.6300048828125,1375.219970703125,1364.31005859375,1367.4200439453125,1367.4200439453125,4072700
2024-03-04,1369.1300048828125,1372.010009765625,1362.050048828125,1362.5899658203125,1362.5899658203125,3344900
2024-03-05,1358.8699951171875,1362.4599609375,1350.97998046875,1359.260009765625,1359.260009765625,3615600
2024-03-06,1356.449951171875,1375.8199462890625,1356.0999755859375,1370.550048828125,1370.550048828125,3517600
2024-03-07,1374.06005859375,1377.5699462890625,1364.9200439453125,1372.1600341796875,1372.1600341796875,2978700
2024-03-08,1373.4100341796875,1386.5799560546875,1373.050048828125,1386.4200439453125,1386.4200439453125,3470100
2024-03-11,1383.3800048828125,1387.6099853515625,1379.719970703125,1380.22998046875,1380.22998046875,2945200
2024-03-12,1383.3599853515625,1385.6500244140625,1374.68994140625,1379.6300048828125,1379.6300048828125,3938000
2024-03-13,1379.5999755859375,1388.3199462890625,1378.4300537109375,1384.510009765625,1384.510009765625,4626400
2024-03-14,1384.719970703125,1395.8800048828125,1383.260009765625,1394.9300537109375,1394.9300537109375,4751000
2024-03-15,1390.1199951171875,1393.260009765625,1386.0400390625,1386.0400390625,1386.0400390625,5102700
2024-03-18,1388.4000244140625,1393.4599609375,1385.010009765625,1385.93994140625,1385.93994140625,3729700
2024-03-19,1385.260009765625,1391.2099609375,1382.4599609375,1382.4599609375,1382.4599609375,3340300
2024-03-20,1384.9300537109375,1386.6700439453125,1372.280029296875,1373.1800537109375,1373.1800537109375,2951100
2024-03-21,1383.6099853515625,1388.6600341796875,1382.989990234375,1387.6199951171875,1387.6199951171875,3483300
